state,year,median_sale_price,homes_sold
California,2016-06-01,507600,38061
New Mexico,2020-06-01,276400,10
Kansas,2019-09-01,214700,2028
Mississippi,2015-08-01,55500,2
Delaware,2016-03-01,203200,631
Oregon,2013-08-01,198900,325
Vermont,2014-07-01,219600,569
Utah,2018-02-01,319500,3029
Michigan,2012-11-01,105600,7097
Vermont,2013-08-01,241000,66
Virginia,2019-11-01,318200,9040
Kentucky,2014-06-01,125800,255
West Virginia,2020-04-01,184200,48
Arizona,2020-05-01,295800,60
Ohio,2020-05-01,182000,10994
Connecticut,2022-05-01,368400,4277
Nebraska,2021-01-01,159500,22
Texas,2016-01-01,181300,142
Louisiana,2018-10-01,224800,95
West Virginia,2017-09-01,188100,393
Hawaii,2014-09-01,494100,7
Columbia,2016-04-01,650000,332
Iowa,2021-01-01,237600,810
South Dakota,2020-02-01,201400,22
South Dakota,2020-11-01,218800,52
South Carolina,2013-05-01,153100,161
Rhode Island,2021-06-01,411400,1167
Alaska,2013-09-01,259100,667
Illinois,2019-08-01,225900,15044
Louisiana,2022-02-01,189200,46
Alaska,2017-11-01,271800,514
Texas,2013-11-01,226400,491
Tennessee,2018-11-01,201600,76
Arizona,2015-11-01,222900,5564
Arizona,2022-04-01,463900,11385
Kentucky,2017-09-01,172100,2883
Ohio,2017-11-01,83400,314
New Jersey,2016-09-01,280500,573
Nevada,2012-01-01,120100,3649
Maine,2019-06-01,247300,199
Nevada,2014-11-01,199000,3288
Maine,2021-01-01,505000,2
Kentucky,2013-02-01,109700,16
Kansas,2019-04-01,107900,30
Wisconsin,2012-03-01,103600,1513
Connecticut,2019-09-01,172400,749
Pennsylvania,2013-05-01,148200,2447
Arkansas,2017-03-01,151300,2323
Rhode Island,2020-08-01,269800,196
Texas,2014-07-01,203800,23097
Nevada,2021-02-01,184000,529
Michigan,2016-06-01,146600,1816
Virginia,2015-10-01,233700,869
Tennessee,2014-11-01,163500,129
Alabama,2014-08-01,168100,2715
New Jersey,2013-12-01,201900,100
Delaware,2014-10-01,153500,120
Minnesota,2022-01-01,269300,589
Nebraska,2020-09-01,171000,26
Alaska,2014-11-01,255900,533
Alabama,2015-04-01,37600,5
Tennessee,2017-07-01,230600,7938
Nevada,2017-01-01,105000,389
Tennessee,2021-04-01,254700,411
Massachusetts,2015-01-01,364700,312
West Virginia,2017-06-01,138400,47
Indiana,2021-10-01,242400,5555
Illinois,2016-12-01,185400,1001
Kansas,2014-04-01,132700,60
North Carolina,2012-12-01,133600,78
California,2012-07-01,349000,28565
Delaware,2016-02-01,139700,133
Nevada,2019-10-01,231100,329
North Carolina,2020-06-01,279600,11384
Texas,2017-11-01,185700,811
New Jersey,2015-02-01,199600,369
Alaska,2018-01-01,205400,63
South Carolina,2020-01-01,259700,3118
Wisconsin,2015-02-01,122900,1184
New Jersey,2015-07-01,289500,5298
Indiana,2012-11-01,111800,181
Alabama,2018-03-01,41000,1
Delaware,2019-08-01,187500,221
California,2019-02-01,552900,16176
Delaware,2020-07-01,147000,39
Missouri,2021-03-01,197000,117
Virginia,2018-01-01,242000,722
Arkansas,2019-10-01,175300,2484
Oregon,2013-12-01,203300,143
Virginia,2012-10-01,292200,3636
California,2017-11-01,593000,1265
Utah,2015-09-01,249400,36
Minnesota,2019-02-01,301000,73
Oklahoma,2014-01-01,105800,13
North Carolina,2020-02-01,264400,33
West Virginia,2021-08-01,80200,3
Ohio,2017-03-01,141700,9969
Michigan,2017-02-01,148900,974
Ohio,2014-08-01,115900,1251
Maine,2020-02-01,212200,831
Kansas,2020-09-01,121200,32
Mississippi,2021-03-01,137600,8
Illinois,2012-12-01,143500,9313
Oklahoma,2016-09-01,142100,21
Louisiana,2015-07-01,198000,2689
Iowa,2018-07-01,197500,1554
Louisiana,2017-04-01,198100,2389
Kentucky,2012-03-01,133900,2084
Iowa,2017-10-01,155000,9
Colorado,2020-05-01,391000,575
New Jersey,2021-10-01,490900,794
Washington,2017-08-01,393100,153
Maryland,2019-09-01,165800,30
Vermont,2021-03-01,290500,69
Iowa,2021-06-01,201300,277
Ohio,2019-08-01,177300,12665
Arizona,2021-03-01,378600,125
Columbia,2021-12-01,787500,21
Oregon,2020-04-01,283000,237
New Jersey,2021-05-01,310700,660
Virginia,2020-11-01,382900,8237
Rhode Island,2013-04-01,189800,669
Hawaii,2019-12-01,660300,639
Delaware,2013-07-01,140000,39
Indiana,2018-01-01,126800,153
New York,2016-01-01,113200,352
New York,2021-10-01,500600,15236
Texas,2015-05-01,199700,200
Massachusetts,2017-04-01,425600,375
California,2014-12-01,556500,1059
Mississippi,2014-04-01,178300,18
Virginia,2018-03-01,347200,1853
Washington,2021-03-01,589600,197
Missouri,2013-05-01,87800,54
Oregon,2020-03-01,262000,303
Wisconsin,2018-03-01,187700,4764
Ohio,2021-10-01,151500,514
Minnesota,2014-01-01,146300,398
North Carolina,2015-11-01,199000,6809
Rhode Island,2012-02-01,102500,69
Utah,2018-05-01,315900,4507
Arizona,2018-05-01,233800,78
Nebraska,2020-02-01,196400,91
New Jersey,2015-04-01,212900,600
Arkansas,2019-03-01,129600,27
Kansas,2013-12-01,101100,14
Nevada,2015-01-01,212200,2367
Georgia,2019-05-01,249000,1124
Wisconsin,2012-09-01,139800,91
Iowa,2020-06-01,178200,244
Iowa,2015-01-01,126500,83
Columbia,2016-06-01,475000,15
Nebraska,2019-10-01,208200,1598
South Carolina,2014-02-01,176600,2502
Idaho,2021-11-01,522300,32
South Dakota,2015-06-01,116500,2
Hawaii,2016-12-01,534700,26
Florida,2018-01-01,255300,16192
Oregon,2019-11-01,343500,189
New Jersey,2015-01-01,228300,235
Florida,2013-09-01,145200,1966
Michigan,2020-03-01,133500,106
Tennessee,2016-12-01,211200,6407
Tennessee,2018-08-01,182400,61
Florida,2020-10-01,246200,3362
Massachusetts,2013-12-01,323600,5840
Pennsylvania,2017-06-01,124200,271
Georgia,2020-09-01,268100,1383
Virginia,2019-06-01,191900,54
Ohio,2020-06-01,160700,111
Louisiana,2021-05-01,310100,144
Nebraska,2021-09-01,253500,1692
Iowa,2020-01-01,167300,89
West Virginia,2018-08-01,168000,51
Arizona,2014-11-01,138700,506
Rhode Island,2021-07-01,390500,1548
Vermont,2014-04-01,180400,38
Alabama,2020-10-01,173100,136
Colorado,2012-12-01,259600,4645
Texas,2016-01-01,172100,653
New York,2018-02-01,525200,808
Kansas,2021-11-01,224300,72
Colorado,2014-07-01,286300,8193
Tennessee,2019-01-01,202200,242
Connecticut,2013-02-01,131200,70
Louisiana,2019-04-01,161800,36
Colorado,2018-12-01,414400,5328
Massachusetts,2021-05-01,612400,538
Michigan,2022-04-01,171100,197
Mississippi,2014-10-01,139800,971
Illinois,2013-10-01,155200,1133
Pennsylvania,2019-02-01,197800,278
Utah,2016-07-01,208500,481
Florida,2020-02-01,190800,6342
Nebraska,2016-12-01,170500,1306
Virginia,2013-04-01,306100,6647
Oregon,2020-02-01,363500,3823
New Jersey,2017-08-01,270100,738
Minnesota,2013-12-01,166500,113
Oklahoma,2022-03-01,225500,61
Kansas,2015-12-01,92600,30
Oregon,2019-10-01,369900,4882
Massachusetts,2019-07-01,455300,6173
Nevada,2016-09-01,248800,3925
Colorado,2015-11-01,344800,4278
Arkansas,2015-06-01,122100,40
New Mexico,2012-07-01,249000,3
Kansas,2014-09-01,171900,1666
Columbia,2020-08-01,650000,949
Kentucky,2021-12-01,235800,3600
New Mexico,2014-10-01,330300,161
Hawaii,2019-03-01,631800,616
Delaware,2019-03-01,129900,6
Texas,2014-01-01,156800,134
Utah,2020-06-01,377900,53
Hawaii,2013-01-01,391000,765
Massachusetts,2017-08-01,422800,5826
Virginia,2014-03-01,313600,3529
New Hampshire,2012-04-01,147600,132
Utah,2012-10-01,204000,2960
Minnesota,2018-06-01,211000,1350
Washington,2021-02-01,577100,585
Maine,2021-07-01,225800,2
Maryland,2022-02-01,225100,574
Illinois,2012-01-01,113400,1138
California,2022-01-01,579300,3545
Mississippi,2019-06-01,130100,19
New Mexico,2013-04-01,288200,151
West Virginia,2021-03-01,59300,4
Massachusetts,2022-01-01,519700,5240
North Carolina,2018-07-01,195500,32
New Hampshire,2020-08-01,288100,90
South Carolina,2016-11-01,348600,7
Texas,2015-09-01,222500,646
South Carolina,2020-10-01,213400,483
Ohio,2021-04-01,192500,107
New Hampshire,2018-10-01,238200,274
West Virginia,2013-10-01,157300,271
Illinois,2021-12-01,251800,14888
Nebraska,2019-01-01,152500,10
New York,2013-02-01,236700,224
Mississippi,2017-01-01,100900,10
Maine,2019-10-01,225000,2025
Minnesota,2022-02-01,193500,213
Vermont,2017-04-01,207100,399
Pennsylvania,2018-12-01,221800,5544
New Jersey,2017-04-01,280000,1166
Maryland,2022-05-01,241700,684
Georgia,2019-05-01,218300,73
Mississippi,2018-06-01,181000,1438
Nebraska,2013-05-01,161800,133
Michigan,2016-03-01,135600,1174
Georgia,2014-08-01,184700,9828
Illinois,2021-02-01,238300,9652
Nebraska,2016-03-01,164300,1419
Hawaii,2013-10-01,441200,23
Idaho,2019-05-01,267400,86
North Carolina,2018-11-01,180800,32
Michigan,2019-04-01,112400,159
Nevada,2021-06-01,281600,450
Maryland,2021-01-01,335700,6128
Florida,2013-08-01,140700,2286
Texas,2017-03-01,238700,702
Vermont,2012-01-01,200000,22
Illinois,2017-02-01,183000,5587
Delaware,2020-04-01,241500,779
Pennsylvania,2020-07-01,266100,9732
Georgia,2013-11-01,122300,459
Arkansas,2013-03-01,100300,7
Wisconsin,2018-09-01,149400,347
Pennsylvania,2014-10-01,176700,9101
Columbia,2016-05-01,580000,900
Utah,2017-05-01,282100,4438
Utah,2015-06-01,188900,463
Michigan,2017-05-01,169600,12587
Texas,2014-08-01,168400,190
Illinois,2013-06-01,138600,428
Iowa,2020-11-01,182200,198
Kentucky,2017-09-01,108200,33
Tennessee,2018-04-01,235300,6638
California,2015-04-01,571400,1096
Connecticut,2016-11-01,235900,3591
Ohio,2022-03-01,154500,433
Nebraska,2014-12-01,149900,1233
North Carolina,2012-05-01,193700,3153
Utah,2018-08-01,259500,417
Ohio,2016-09-01,124300,1251
Massachusetts,2014-04-01,337900,987
Maine,2016-02-01,114300,328
New Hampshire,2020-08-01,264000,205
Rhode Island,2013-12-01,200900,918
Nevada,2020-10-01,340100,5212
Alabama,2019-04-01,246100,9
Ohio,2018-10-01,138500,1252
California,2017-03-01,440400,5278
Kentucky,2012-08-01,141600,2538
Texas,2013-06-01,157100,211
Louisiana,2012-02-01,160400,97
New York,2012-02-01,198500,3715
Vermont,2016-06-01,213000,21
Idaho,2019-01-01,262900,30
Massachusetts,2019-12-01,431500,7216
South Carolina,2015-06-01,206300,5190
Oklahoma,2020-11-01,203900,3545
Missouri,2020-02-01,176000,4010
Missouri,2015-03-01,83900,57
Arkansas,2015-12-01,182200,21
Pennsylvania,2014-03-01,97800,165
Tennessee,2018-02-01,204100,147
Washington,2016-05-01,393600,147
Washington,2021-12-01,580600,8274
Colorado,2022-05-01,680000,6026
Alaska,2015-04-01,205100,100
California,2017-07-01,439700,5113
Idaho,2020-02-01,439400,29
Connecticut,2019-04-01,279100,2754
Kansas,2019-10-01,169200,95
Wisconsin,2018-03-01,193400,65
Missouri,2012-11-01,112800,1214
Vermont,2016-01-01,198300,497
Massachusetts,2018-04-01,415500,3468
Oklahoma,2013-03-01,138200,2991
Ohio,2020-10-01,197300,13141
Kansas,2021-06-01,242300,57
Arkansas,2014-08-01,144500,2047
Georgia,2013-08-01,181600,8095
Virginia,2014-12-01,329900,4285
Minnesota,2021-07-01,322000,9143
Texas,2013-08-01,188800,22784
Rhode Island,2012-12-01,189600,941
Wisconsin,2021-12-01,183800,537
Florida,2020-05-01,189400,3907
New Mexico,2013-09-01,228500,25
Wisconsin,2014-10-01,134000,1997
Wisconsin,2017-01-01,158900,3730
Indiana,2020-09-01,223000,5306
New York,2014-12-01,207000,6635
Massachusetts,2014-03-01,325000,850
Wisconsin,2015-01-01,93900,28
New Mexico,2014-04-01,315900,144
Ohio,2012-09-01,116600,7713
New Mexico,2019-03-01,304400,26
Alabama,2021-05-01,148000,10
Missouri,2021-05-01,234200,6285
Utah,2015-05-01,207400,377
Pennsylvania,2019-12-01,143900,310
Pennsylvania,2012-04-01,187100,4818
Oklahoma,2019-03-01,167300,3580
Utah,2020-10-01,429700,58
Rhode Island,2012-01-01,120300,93
Massachusetts,2018-09-01,409500,4552
New York,2022-01-01,688500,1146
Rhode Island,2013-03-01,130700,91
Maine,2019-12-01,262100,70
Massachusetts,2021-03-01,467200,626
Alaska,2020-10-01,372000,52
Nebraska,2015-05-01,166400,2019
Alaska,2012-07-01,199400,92
Iowa,2021-04-01,234300,1461
Oklahoma,2013-01-01,109500,4
Vermont,2020-03-01,244400,53
North Carolina,2017-07-01,183400,695
Michigan,2019-06-01,182300,1559
Idaho,2014-02-01,167200,1006
Pennsylvania,2015-04-01,206500,504
Columbia,2022-04-01,512500,432
Kansas,2014-09-01,169600,1780
Colorado,2012-05-01,150500,693
Oregon,2019-02-01,345400,3477
Maine,2021-06-01,316700,2275
Texas,2020-12-01,290600,230
Columbia,2016-07-01,570000,799
Ohio,2013-07-01,113000,1279
Virginia,2013-12-01,318900,3918
Nevada,2016-02-01,104000,319
Maine,2020-07-01,254900,1964
Mississippi,2021-02-01,211300,1036
Alaska,2015-07-01,201100,122
New Mexico,2012-03-01,200000,18
Kansas,2014-08-01,147200,79
South Dakota,2019-05-01,216700,425
North Carolina,2016-11-01,131500,40
Delaware,2017-05-01,241500,658
New Jersey,2014-01-01,210100,228
Idaho,2017-05-01,228700,2519
Massachusetts,2018-12-01,351700,488
Texas,2019-06-01,247300,235
New Mexico,2020-02-01,675000,1
Utah,2016-06-01,206900,518
West Virginia,2021-11-01,176000,2
Florida,2021-07-01,250400,10180
Illinois,2013-04-01,163700,2410
Missouri,2012-07-01,96000,56
Washington,2021-11-01,398000,960
Ohio,2019-04-01,168900,10915
Nevada,2020-05-01,332100,2306
Oklahoma,2017-12-01,151600,34
South Carolina,2019-07-01,199100,381
North Carolina,2013-02-01,164400,2942
New Hampshire,2016-11-01,214600,218
Georgia,2017-02-01,182400,524
Illinois,2015-06-01,214000,11962
Nebraska,2020-08-01,221900,16
Illinois,2017-03-01,208800,12882
Nevada,2017-05-01,216900,45
Virginia,2012-06-01,239700,763
Florida,2018-08-01,216900,2939
Indiana,2016-09-01,158200,4753
Alaska,2019-08-01,373100,33
Maine,2013-02-01,133100,222
Kentucky,2017-10-01,152300,45
South Carolina,2017-11-01,233100,3603
Arkansas,2016-05-01,133800,61
New York,2014-07-01,252800,434
Kansas,2021-12-01,226800,80
Idaho,2017-10-01,234800,2200
Louisiana,2015-08-01,168700,180
Columbia,2019-11-01,471500,260
Oregon,2022-01-01,544100,87
Washington,2020-05-01,529300,80
Indiana,2012-05-01,134000,3224
Oregon,2015-04-01,230600,235
Arkansas,2013-04-01,116500,19
Florida,2020-06-01,277000,35767
Pennsylvania,2020-01-01,232300,350
South Dakota,2016-04-01,165500,38
Massachusetts,2018-10-01,410400,7190
Washington,2018-08-01,328800,1023
Michigan,2015-04-01,128700,9978
New Hampshire,2022-05-01,404700,93
Oklahoma,2021-04-01,210400,4331
Indiana,2018-09-01,173300,81
New Jersey,2014-09-01,225100,603
Pennsylvania,2017-09-01,215700,7262
North Carolina,2017-07-01,190400,23
Minnesota,2021-03-01,200100,370
Oregon,2017-09-01,330000,5703
Ohio,2013-01-01,41700,164
Oklahoma,2016-06-01,110200,32
New Jersey,2021-02-01,373700,8409
Utah,2020-09-01,415300,40
Hawaii,2020-06-01,570900,952
Washington,2022-02-01,590200,6681
Colorado,2021-05-01,482200,1013
Utah,2017-11-01,237500,358
Georgia,2013-03-01,132100,650
Wisconsin,2017-02-01,175300,25
Colorado,2012-10-01,236300,271
Kentucky,2019-07-01,145000,306
Arizona,2020-10-01,348800,10298
Virginia,2017-04-01,208900,44
Oregon,2016-02-01,275500,3173
Virginia,2016-07-01,313700,11163
Kentucky,2012-10-01,121900,213
South Dakota,2012-02-01,136100,12
Wisconsin,2015-05-01,137900,2422
Oklahoma,2020-09-01,200500,4630
Rhode Island,2016-05-01,194600,116
Missouri,2012-01-01,94000,869
Georgia,2018-09-01,214500,584
Nebraska,2016-10-01,176900,109
Maryland,2021-11-01,297300,2988
New Jersey,2013-11-01,196400,488
California,2013-12-01,335900,4262
Kentucky,2019-07-01,196700,3814
Arizona,2014-05-01,206400,7742
Massachusetts,2015-10-01,343400,7037
Delaware,2013-12-01,81300,8
Michigan,2020-10-01,136200,213
Oregon,2019-04-01,274600,346
Kansas,2019-07-01,182300,95
Louisiana,2021-12-01,254200,3270
North Carolina,2019-03-01,242200,10302
Pennsylvania,2019-11-01,144100,250
Minnesota,2022-03-01,296200,752
Arkansas,2018-03-01,162300,2383
Delaware,2018-07-01,178600,235
Wisconsin,2022-05-01,243200,601
Delaware,2016-08-01,167200,160
Louisiana,2021-05-01,247700,3819
Utah,2015-05-01,242500,4091
Minnesota,2012-11-01,162700,5484
Missouri,2017-01-01,94900,69
New Mexico,2019-02-01,246000,9
Kansas,2012-07-01,158000,1929
New Hampshire,2015-08-01,179100,174
Nevada,2018-01-01,271200,38
Wisconsin,2020-06-01,174800,289
Maryland,2014-01-01,120100,9
New Jersey,2015-06-01,212000,816
Oregon,2021-11-01,504200,129
Vermont,2015-11-01,207800,52
Columbia,2017-06-01,704800,374
Maine,2015-08-01,146500,571
Missouri,2019-01-01,157900,225
Nebraska,2014-05-01,151000,1634
Nebraska,2013-12-01,146100,1197
Colorado,2017-03-01,680200,56
Idaho,2014-10-01,180400,1670
New Mexico,2022-03-01,465700,3
California,2022-04-01,886200,26748
Mississippi,2012-05-01,88200,14
Mississippi,2019-05-01,183700,1496
Alabama,2018-08-01,258100,265
Missouri,2012-01-01,90300,31
Tennessee,2020-05-01,274800,6080
New Mexico,2016-03-01,243000,13
Florida,2018-05-01,246000,427
Illinois,2012-11-01,128500,401
New York,2013-04-01,157900,136
North Carolina,2018-04-01,203000,698
Maryland,2018-03-01,348500,3858
New Jersey,2016-02-01,187900,261
Oklahoma,2019-10-01,174300,3564
Oklahoma,2014-11-01,139200,29
Arkansas,2019-02-01,130600,17
Louisiana,2015-12-01,188300,2397
Kentucky,2021-08-01,173900,298
Ohio,2018-03-01,167900,75
Utah,2015-08-01,239000,4156
Tennessee,2016-02-01,186900,4874
Kentucky,2014-08-01,123800,282
Connecticut,2014-01-01,188600,1164
Virginia,2020-06-01,359800,9794
South Dakota,2012-04-01,168900,22
New Jersey,2017-01-01,269000,944
Tennessee,2018-06-01,206500,364
New Mexico,2021-07-01,382200,18
New Jersey,2016-10-01,287900,9513
New Jersey,2015-07-01,213800,114
California,2019-02-01,460500,3181
Nevada,2013-10-01,187600,3522
Oklahoma,2015-11-01,162100,23
Alaska,2013-01-01,249200,342
Mississippi,2020-02-01,125800,12
Alabama,2021-04-01,339700,347
New Jersey,2019-06-01,358600,654
Massachusetts,2012-09-01,295900,411
Louisiana,2015-08-01,183800,2848
Connecticut,2020-07-01,360600,4815
Virginia,2014-06-01,343200,1644
Texas,2021-07-01,293400,1005
Columbia,2018-07-01,948000,140
Delaware,2013-05-01,149300,165
New York,2016-02-01,240200,150
Oklahoma,2015-10-01,148200,3132
Missouri,2012-12-01,113100,1198
Nebraska,2014-02-01,155400,55
Delaware,2021-01-01,232500,5
New Hampshire,2016-12-01,213500,67
South Carolina,2018-09-01,245100,3576
Texas,2021-11-01,252000,1112
Minnesota,2013-03-01,138400,280
Alaska,2020-06-01,298600,652
New Hampshire,2020-06-01,252100,162
Pennsylvania,2021-07-01,242600,4115
New Hampshire,2018-07-01,228700,279
Delaware,2014-05-01,197000,644
Colorado,2013-10-01,176800,819
New Jersey,2014-12-01,217900,369
Texas,2014-10-01,194200,19396
Indiana,2018-10-01,140700,290
Columbia,2012-11-01,289000,11
Utah,2015-04-01,191400,394
Louisiana,2016-04-01,173400,150
Massachusetts,2017-05-01,407800,7213
Alaska,2012-01-01,263300,199
Indiana,2012-07-01,146700,59
Nevada,2013-08-01,175500,4666
Missouri,2012-06-01,123200,1520
Massachusetts,2012-01-01,262600,241
Columbia,2017-11-01,450000,309
Arizona,2015-02-01,143200,55
Kansas,2015-03-01,141500,53
Tennessee,2015-12-01,189300,71
New Jersey,2012-10-01,261600,2670
Oregon,2012-12-01,161000,213
Nebraska,2017-08-01,183300,1757
Oklahoma,2014-09-01,149700,3271
California,2020-09-01,651500,38891
Rhode Island,2013-08-01,202700,190
Pennsylvania,2018-10-01,210000,496
South Carolina,2020-09-01,274900,21
New Jersey,2012-10-01,239100,398
Michigan,2019-05-01,191900,10502
Indiana,2016-11-01,134300,249
Virginia,2018-12-01,248400,908
Tennessee,2013-03-01,107800,89
Utah,2017-02-01,285800,28
Nevada,2012-02-01,123500,3780
Illinois,2022-03-01,260600,3112
Idaho,2020-01-01,299500,47
Ohio,2022-04-01,204600,1152
South Dakota,2015-07-01,181400,497
New Hampshire,2021-03-01,276700,141
Delaware,2014-11-01,229300,414
Kentucky,2014-05-01,130900,52
Nebraska,2018-02-01,169300,30
Florida,2015-10-01,142100,6197
Alaska,2014-08-01,258400,719
Rhode Island,2015-11-01,218200,1006
New Mexico,2020-06-01,425400,184
Iowa,2015-06-01,146900,218
Nevada,2020-03-01,175000,504
Oklahoma,2016-03-01,130200,18
Florida,2019-05-01,259900,42283
Columbia,2018-01-01,581000,17
Kentucky,2013-06-01,152600,2992
Alaska,2018-11-01,284100,496
South Dakota,2015-12-01,172800,24
Kentucky,2020-11-01,215300,3352
South Dakota,2016-03-01,176500,243
Georgia,2021-02-01,316900,52
Indiana,2016-05-01,157900,5409
South Dakota,2019-05-01,146100,17
Texas,2018-04-01,246300,24991
Georgia,2020-06-01,264700,14901
Maine,2012-07-01,126000,40
Maryland,2020-01-01,216300,1827
Massachusetts,2022-03-01,555500,5237
Virginia,2019-09-01,340800,1788
Florida,2019-02-01,220000,2129
New Hampshire,2013-08-01,224500,1553
California,2021-08-01,783100,29840
Missouri,2021-11-01,235200,5665
Pennsylvania,2016-07-01,221100,8071
South Carolina,2015-07-01,163200,232
California,2017-04-01,529100,31133
Illinois,2018-10-01,199800,2181
Hawaii,2017-03-01,681900,16
Florida,2014-07-01,139000,6202
Washington,2022-01-01,633600,447
Alabama,2016-01-01,161400,1997
Oklahoma,2020-11-01,137300,23
Indiana,2017-04-01,129300,259
Massachusetts,2015-04-01,333300,4815
Virginia,2015-01-01,326900,848
Wisconsin,2020-01-01,203700,3247
Alaska,2018-07-01,303900,555
Massachusetts,2021-06-01,579700,6312
Mississippi,2016-05-01,74500,12
Maine,2018-08-01,225000,179
Connecticut,2021-06-01,887500,4
Massachusetts,2013-02-01,269100,267
