period_begin,period_end,state,property_type,median_sale_price,homes_sold
2022-01-01,2022-01-31,New Jersey,Condo/Co-op,362900,1107
2014-03-01,2014-03-31,Georgia,Single Family Residential,177900,6682
2019-01-01,2019-01-31,New Hampshire,Multi-Family (2-4 Unit),245300,48
2021-01-01,2021-01-31,Illinois,Multi-Family (2-4 Unit),288800,412
2018-07-01,2018-07-31,Missouri,Multi-Family (2-4 Unit),119400,97
2017-06-01,2017-06-30,Colorado,Townhouse,361400,491
2015-10-01,2015-10-31,Nebraska,Multi-Family (2-4 Unit),110800,18
2017-09-01,2017-09-30,New Hampshire,All Residential,250500,2266
2015-04-01,2015-04-30,Vermont,All Residential,213800,555
2013-05-01,2013-05-31,Oklahoma,Single Family Residential,147500,3194
2021-11-01,2021-11-30,Utah,All Residential,498600,4103
2021-02-01,2021-02-28,Michigan,Single Family Residential,200300,6540
2018-11-01,2018-11-30,Arkansas,Condo/Co-op,155600,47
2019-08-01,2019-08-31,Massachusetts,Condo/Co-op,436700,1456
2016-02-01,2016-02-29,Georgia,Condo/Co-op,175600,540
2013-09-01,2013-09-30,Georgia,Condo/Co-op,137400,607
2014-10-01,2014-10-31,Iowa,Single Family Residential,157800,954
2014-12-01,2014-12-31,Nevada,Condo/Co-op,97600,331
2016-05-01,2016-05-31,Illinois,Townhouse,191500,1334
2012-01-01,2012-01-31,Alabama,Condo/Co-op,204000,74
2014-04-01,2014-04-30,Ohio,Townhouse,131500,68
2013-05-01,2013-05-31,Illinois,Condo/Co-op,173400,3021
2017-03-01,2017-03-31,Maryland,Single Family Residential,327800,4181
2018-02-01,2018-02-28,Columbia,All Residential,532500,647
2014-07-01,2014-07-31,Wisconsin,Multi-Family (2-4 Unit),91700,38
2019-02-01,2019-02-28,Florida,Condo/Co-op,179300,5795
2014-02-01,2014-02-28,Alabama,Townhouse,108800,53
2016-03-01,2016-03-31,Texas,Multi-Family (2-4 Unit),194800,215
2012-06-01,2012-06-30,Arizona,All Residential,150900,10046
2014-04-01,2014-04-30,Columbia,Multi-Family (2-4 Unit),375500,16
2021-05-01,2021-05-31,Nebraska,Condo/Co-op,204200,39
2018-03-01,2018-03-31,Wisconsin,All Residential,181900,5762
2019-12-01,2019-12-31,Massachusetts,Single Family Residential,424000,4823
2017-03-01,2017-03-31,Oklahoma,Multi-Family (2-4 Unit),180200,23
2014-08-01,2014-08-31,Arizona,Multi-Family (2-4 Unit),144100,64
2015-03-01,2015-03-31,Columbia,Townhouse,573700,270
2016-08-01,2016-08-31,Nebraska,Townhouse,181800,126
2021-10-01,2021-10-31,Alaska,Single Family Residential,348500,709
2022-05-01,2022-05-31,Mississippi,All Residential,257100,1691
2015-10-01,2015-10-31,Minnesota,Condo/Co-op,160600,293
2013-07-01,2013-07-31,Idaho,Townhouse,129300,52
2020-09-01,2020-09-30,Delaware,Condo/Co-op,123500,30
2018-02-01,2018-02-28,Iowa,Condo/Co-op,148700,113
2013-06-01,2013-06-30,Vermont,Multi-Family (2-4 Unit),276600,13
2021-03-01,2021-03-31,Maryland,All Residential,352300,7886
2018-02-01,2018-02-28,Hawaii,Condo/Co-op,421800,571
2017-09-01,2017-09-30,Arizona,Single Family Residential,256700,7893
2015-02-01,2015-02-28,Kansas,Multi-Family (2-4 Unit),86200,17
2015-06-01,2015-06-30,Alaska,All Residential,280800,840
2016-01-01,2016-01-31,Rhode Island,Multi-Family (2-4 Unit),159500,115
2014-10-01,2014-10-31,Alaska,Single Family Residential,271300,586
2019-02-01,2019-02-28,Minnesota,Townhouse,208800,516
2012-09-01,2012-09-30,South Dakota,Multi-Family (2-4 Unit),158000,3
2017-08-01,2017-08-31,Michigan,Condo/Co-op,160800,1759
2017-10-01,2017-10-31,Maryland,Multi-Family (2-4 Unit),85100,19
2012-02-01,2012-02-29,Vermont,Townhouse,167900,15
2014-03-01,2014-03-31,Columbia,Multi-Family (2-4 Unit),273300,8
2015-06-01,2015-06-30,Massachusetts,All Residential,371100,9440
2020-02-01,2020-02-29,Nebraska,Single Family Residential,204900,1016
2015-07-01,2015-07-31,Oregon,Townhouse,250400,333
2014-03-01,2014-03-31,Virginia,Townhouse,330400,1121
2016-09-01,2016-09-30,Washington,All Residential,347200,11387
2014-02-01,2014-02-28,California,Single Family Residential,408800,16403
2013-11-01,2013-11-30,Nebraska,Condo/Co-op,127000,37
2019-01-01,2019-01-31,Nebraska,Condo/Co-op,145600,27
2019-12-01,2019-12-31,Virginia,Condo/Co-op,263800,891
2019-11-01,2019-11-30,Colorado,Townhouse,409100,362
2016-11-01,2016-11-30,Hawaii,Single Family Residential,601700,601
2022-01-01,2022-01-31,California,All Residential,724600,24406
2014-07-01,2014-07-31,Indiana,Multi-Family (2-4 Unit),69000,41
2012-02-01,2012-02-29,New Hampshire,Single Family Residential,173700,667
2019-06-01,2019-06-30,Florida,All Residential,261700,37549
2019-01-01,2019-01-31,Indiana,All Residential,169600,2632
2015-08-01,2015-08-31,Oklahoma,Multi-Family (2-4 Unit),163600,26
2019-01-01,2019-01-31,Massachusetts,Condo/Co-op,419900,696
2015-01-01,2015-01-31,Delaware,Condo/Co-op,122300,31
2017-03-01,2017-03-31,Kansas,Condo/Co-op,106100,31
2021-03-01,2021-03-31,Oregon,Condo/Co-op,310400,350
2020-04-01,2020-04-30,Missouri,Multi-Family (2-4 Unit),171200,82
2019-06-01,2019-06-30,North Carolina,All Residential,255000,12636
2018-08-01,2018-08-31,Rhode Island,Multi-Family (2-4 Unit),252900,209
2017-01-01,2017-01-31,Kentucky,Condo/Co-op,116800,156
2012-05-01,2012-05-31,Vermont,All Residential,202200,547
2019-10-01,2019-10-31,Ohio,All Residential,164800,12856
2020-01-01,2020-01-31,Virginia,Townhouse,342400,1184
2017-05-01,2017-05-31,Kansas,Single Family Residential,212200,2465
2020-06-01,2020-06-30,Idaho,Multi-Family (2-4 Unit),320000,29
2021-02-01,2021-02-28,Vermont,Condo/Co-op,289800,55
2021-08-01,2021-08-31,New Hampshire,All Residential,385600,2527
2016-12-01,2016-12-31,Arkansas,All Residential,153600,2096
2015-02-01,2015-02-28,Delaware,Multi-Family (2-4 Unit),440000,3
2020-10-01,2020-10-31,Alaska,All Residential,312200,924
2017-04-01,2017-04-30,Kentucky,Single Family Residential,169700,2618
2017-03-01,2017-03-31,Indiana,Townhouse,159700,82
2019-07-01,2019-07-31,Arkansas,Townhouse,144600,40
2022-05-01,2022-05-31,Idaho,Townhouse,475400,79
2015-11-01,2015-11-30,Idaho,Townhouse,159900,33
2021-09-01,2021-09-30,Virginia,Single Family Residential,403800,9222
2015-09-01,2015-09-30,Mississippi,Condo/Co-op,181400,28
2019-12-01,2019-12-31,California,Multi-Family (2-4 Unit),820800,918
2019-02-01,2019-02-28,New Jersey,Multi-Family (2-4 Unit),336400,528
2015-07-01,2015-07-31,Colorado,Single Family Residential,342500,6960
2018-07-01,2018-07-31,Mississippi,All Residential,175500,1494
2017-04-01,2017-04-30,Alaska,Condo/Co-op,214300,97
2018-06-01,2018-06-30,Nebraska,Condo/Co-op,186100,51
2015-07-01,2015-07-31,Connecticut,All Residential,204800,2542
2018-04-01,2018-04-30,Illinois,Multi-Family (2-4 Unit),233100,420
2018-12-01,2018-12-31,Hawaii,All Residential,530000,1234
2012-05-01,2012-05-31,New York,Single Family Residential,203800,5102
2022-02-01,2022-02-28,Mississippi,Townhouse,162000,17
2021-04-01,2021-04-30,Virginia,Multi-Family (2-4 Unit),254100,63
2014-08-01,2014-08-31,Louisiana,Single Family Residential,179900,2379
2021-07-01,2021-07-31,Utah,All Residential,495400,4520
2021-08-01,2021-08-31,North Carolina,Single Family Residential,328700,12279
2018-10-01,2018-10-31,Minnesota,Single Family Residential,250800,5758
2018-05-01,2018-05-31,Maine,Condo/Co-op,230300,162
2016-04-01,2016-04-30,Louisiana,Multi-Family (2-4 Unit),242300,105
2016-04-01,2016-04-30,Delaware,Single Family Residential,234000,507
2012-05-01,2012-05-31,Vermont,Multi-Family (2-4 Unit),230200,12
2016-11-01,2016-11-30,Nebraska,Single Family Residential,174400,1279
2017-09-01,2017-09-30,Illinois,Single Family Residential,210200,8939
2014-12-01,2014-12-31,Alabama,Townhouse,127300,47
2015-01-01,2015-01-31,New Jersey,Condo/Co-op,196200,399
2017-12-01,2017-12-31,Delaware,Condo/Co-op,120500,40
2017-04-01,2017-04-30,Kentucky,Multi-Family (2-4 Unit),142100,34
2014-01-01,2014-01-31,Columbia,Single Family Residential,438300,78
2018-10-01,2018-10-31,Virginia,Single Family Residential,326800,6439
2012-05-01,2012-05-31,Tennessee,All Residential,131500,2200
2020-10-01,2020-10-31,Colorado,Single Family Residential,559100,7008
2022-03-01,2022-03-31,Illinois,Multi-Family (2-4 Unit),325400,585
2013-06-01,2013-06-30,Wisconsin,All Residential,131800,2125
2018-12-01,2018-12-31,Texas,All Residential,246100,21892
2015-12-01,2015-12-31,Virginia,Townhouse,323200,1600
2017-04-01,2017-04-30,North Carolina,All Residential,221100,9973
2015-06-01,2015-06-30,Delaware,Single Family Residential,251200,628
2019-06-01,2019-06-30,Wisconsin,Townhouse,200200,94
2021-11-01,2021-11-30,Minnesota,Condo/Co-op,200800,311
2013-12-01,2013-12-31,Nebraska,Multi-Family (2-4 Unit),115900,14
2016-05-01,2016-05-31,Arkansas,Multi-Family (2-4 Unit),149000,17
2012-02-01,2012-02-29,New Hampshire,Multi-Family (2-4 Unit),134800,30
2012-01-01,2012-01-31,Oregon,Multi-Family (2-4 Unit),221800,39
2022-02-01,2022-02-28,Maine,Condo/Co-op,321400,72
2021-11-01,2021-11-30,New Jersey,All Residential,413500,11149
2013-04-01,2013-04-30,New Mexico,Townhouse,254000,6
2020-07-01,2020-07-31,Arizona,Multi-Family (2-4 Unit),362200,81
2019-08-01,2019-08-31,Florida,Townhouse,225600,3004
2017-07-01,2017-07-31,Connecticut,Townhouse,649000,3
2021-12-01,2021-12-31,Georgia,Townhouse,308800,1162
2018-07-01,2018-07-31,Vermont,Single Family Residential,239500,690
2013-02-01,2013-02-28,Michigan,Condo/Co-op,93000,697
2012-12-01,2012-12-31,Minnesota,Townhouse,134500,578
2016-12-01,2016-12-31,Louisiana,Condo/Co-op,159500,141
2014-11-01,2014-11-30,Oklahoma,Single Family Residential,149500,2481
2012-02-01,2012-02-29,Connecticut,Single Family Residential,197000,692
2018-10-01,2018-10-31,South Carolina,Multi-Family (2-4 Unit),444200,16
2021-12-01,2021-12-31,Alabama,Townhouse,218700,101
2021-11-01,2021-11-30,Arizona,Multi-Family (2-4 Unit),470800,83
2021-10-01,2021-10-31,Hawaii,Multi-Family (2-4 Unit),943100,8
2016-07-01,2016-07-31,California,All Residential,499300,33924
2018-10-01,2018-10-31,Idaho,Townhouse,274600,62
2017-12-01,2017-12-31,New Hampshire,Condo/Co-op,210100,217
2017-08-01,2017-08-31,Idaho,All Residential,235400,2692
2014-08-01,2014-08-31,Massachusetts,Townhouse,311300,670
2012-09-01,2012-09-30,Utah,Multi-Family (2-4 Unit),168200,33
2014-10-01,2014-10-31,Nevada,All Residential,195500,3872
2017-08-01,2017-08-31,Rhode Island,Townhouse,201200,2
2019-05-01,2019-05-31,New Mexico,Single Family Residential,409500,207
2021-08-01,2021-08-31,Texas,Townhouse,294700,954
2016-02-01,2016-02-29,Kentucky,Townhouse,126000,22
2020-08-01,2020-08-31,Massachusetts,Townhouse,430500,882
2021-01-01,2021-01-31,Arizona,All Residential,340400,8853
2012-06-01,2012-06-30,Arizona,Multi-Family (2-4 Unit),117400,82
2019-11-01,2019-11-30,Texas,Single Family Residential,251800,20246
2019-02-01,2019-02-28,Iowa,Multi-Family (2-4 Unit),156300,6
2015-08-01,2015-08-31,Hawaii,All Residential,486600,1230
2021-05-01,2021-05-31,Ohio,Multi-Family (2-4 Unit),144800,444
2012-11-01,2012-11-30,New Hampshire,All Residential,201000,1429
2018-01-01,2018-01-31,Minnesota,Multi-Family (2-4 Unit),267400,102
2012-05-01,2012-05-31,Delaware,Single Family Residential,207800,454
2021-08-01,2021-08-31,Columbia,Condo/Co-op,501600,410
2021-06-01,2021-06-30,Texas,Single Family Residential,339000,31875
2021-01-01,2021-01-31,West Virginia,Townhouse,177000,44
2019-06-01,2019-06-30,Idaho,Condo/Co-op,254600,52
2019-05-01,2019-05-31,Nebraska,Single Family Residential,216400,1732
2015-04-01,2015-04-30,Kansas,All Residential,177800,2078
2020-03-01,2020-03-31,New Mexico,Single Family Residential,438000,188
2016-06-01,2016-06-30,Louisiana,Single Family Residential,203900,2771
2019-10-01,2019-10-31,Idaho,Townhouse,270400,66
2018-07-01,2018-07-31,Wisconsin,All Residential,199200,8032
2013-09-01,2013-09-30,Missouri,Multi-Family (2-4 Unit),86500,13
2015-07-01,2015-07-31,Vermont,All Residential,208000,816
2016-05-01,2016-05-31,North Carolina,Condo/Co-op,144500,355
2015-10-01,2015-10-31,Vermont,Townhouse,211700,79
2021-11-01,2021-11-30,Arkansas,Condo/Co-op,185900,77
2016-11-01,2016-11-30,Hawaii,Townhouse,550100,16
2014-02-01,2014-02-28,Texas,Multi-Family (2-4 Unit),157400,170
2013-11-01,2013-11-30,Minnesota,All Residential,182000,5299
2017-07-01,2017-07-31,New Hampshire,Condo/Co-op,208400,253
2018-12-01,2018-12-31,New Jersey,Single Family Residential,302600,7041
2019-04-01,2019-04-30,Tennessee,Multi-Family (2-4 Unit),138500,55
2012-06-01,2012-06-30,Ohio,Single Family Residential,127800,9233
2020-11-01,2020-11-30,Arizona,Townhouse,258500,914
2015-12-01,2015-12-31,Massachusetts,Condo/Co-op,362600,1122
2017-09-01,2017-09-30,Alabama,Townhouse,183400,128
2017-06-01,2017-06-30,Oklahoma,Condo/Co-op,85200,65
2020-11-01,2020-11-30,Columbia,Multi-Family (2-4 Unit),867500,14
2014-03-01,2014-03-31,Hawaii,Single Family Residential,530900,498
2021-12-01,2021-12-31,Hawaii,Condo/Co-op,525300,817
2021-04-01,2021-04-30,Vermont,Townhouse,312500,66
2021-07-01,2021-07-31,Vermont,All Residential,320400,1052
2017-06-01,2017-06-30,New Mexico,All Residential,319700,280
2017-12-01,2017-12-31,Utah,Condo/Co-op,244400,354
2015-08-01,2015-08-31,Hawaii,Townhouse,333000,8
2015-02-01,2015-02-28,Missouri,Condo/Co-op,123900,213
2015-03-01,2015-03-31,Arizona,Single Family Residential,215300,7946
2017-10-01,2017-10-31,California,Single Family Residential,555000,25160
2018-10-01,2018-10-31,Kentucky,Single Family Residential,178200,2762
2021-04-01,2021-04-30,Washington,All Residential,566400,11251
2015-04-01,2015-04-30,Indiana,All Residential,144800,4134
2018-07-01,2018-07-31,Arkansas,Townhouse,133600,27
2013-04-01,2013-04-30,South Carolina,Multi-Family (2-4 Unit),165500,12
2016-02-01,2016-02-29,New Mexico,Condo/Co-op,175400,21
2018-03-01,2018-03-31,Texas,Townhouse,242400,728
2014-05-01,2014-05-31,North Carolina,Single Family Residential,205800,7076
2017-07-01,2017-07-31,Michigan,Multi-Family (2-4 Unit),105400,154
2015-04-01,2015-04-30,Ohio,Multi-Family (2-4 Unit),55900,248
2016-03-01,2016-03-31,Vermont,Multi-Family (2-4 Unit),152700,13
2016-02-01,2016-02-29,California,Condo/Co-op,399300,3477
2021-01-01,2021-01-31,Michigan,All Residential,196300,8091
2015-11-01,2015-11-30,Arizona,Condo/Co-op,129100,471
2021-08-01,2021-08-31,Louisiana,All Residential,245200,3966
2021-01-01,2021-01-31,Massachusetts,Single Family Residential,479600,3656
2020-05-01,2020-05-31,Delaware,Multi-Family (2-4 Unit),105000,3
2012-09-01,2012-09-30,New Hampshire,Townhouse,161800,94
2016-09-01,2016-09-30,Rhode Island,Condo/Co-op,195300,175
2012-12-01,2012-12-31,Pennsylvania,Townhouse,135900,1700
2018-09-01,2018-09-30,Indiana,Single Family Residential,182000,4179
2015-11-01,2015-11-30,Missouri,Single Family Residential,147600,3215
2022-03-01,2022-03-31,Missouri,All Residential,230000,5291
2013-04-01,2013-04-30,Vermont,Multi-Family (2-4 Unit),168000,12
2015-10-01,2015-10-31,Washington,Condo/Co-op,248200,842
2016-09-01,2016-09-30,Georgia,Multi-Family (2-4 Unit),188800,43
2014-06-01,2014-06-30,Ohio,Multi-Family (2-4 Unit),49900,238
2017-03-01,2017-03-31,Utah,Single Family Residential,298900,2862
2013-04-01,2013-04-30,Tennessee,Condo/Co-op,112600,103
2020-03-01,2020-03-31,South Carolina,Townhouse,212800,372
2014-10-01,2014-10-31,Washington,Townhouse,321600,429
2016-12-01,2016-12-31,Nevada,Townhouse,150000,256
2020-02-01,2020-02-29,Florida,Townhouse,227300,2343
2022-01-01,2022-01-31,Connecticut,Condo/Co-op,216600,733
2014-04-01,2014-04-30,Alaska,All Residential,257500,576
2019-09-01,2019-09-30,Kentucky,Multi-Family (2-4 Unit),201100,30
2014-12-01,2014-12-31,New Mexico,Condo/Co-op,280600,27
2018-09-01,2018-09-30,Washington,All Residential,407100,9445
2020-09-01,2020-09-30,Louisiana,All Residential,230600,3576
2021-08-01,2021-08-31,Nebraska,Condo/Co-op,184600,46
2016-12-01,2016-12-31,Washington,Condo/Co-op,263100,822
2015-06-01,2015-06-30,Vermont,Condo/Co-op,196800,53
2021-12-01,2021-12-31,North Carolina,Townhouse,317100,1373
2019-05-01,2019-05-31,Nebraska,Townhouse,198100,144
2018-03-01,2018-03-31,Tennessee,Single Family Residential,238400,6494
2016-05-01,2016-05-31,Missouri,Multi-Family (2-4 Unit),117500,86
2016-08-01,2016-08-31,South Dakota,Single Family Residential,191200,411
2012-10-01,2012-10-31,Iowa,Condo/Co-op,137700,118
2020-07-01,2020-07-31,New York,Townhouse,363400,188
2020-03-01,2020-03-31,Arizona,Multi-Family (2-4 Unit),326700,67
2022-05-01,2022-05-31,Connecticut,Multi-Family (2-4 Unit),308400,362
2012-05-01,2012-05-31,Michigan,All Residential,102400,7940
2021-10-01,2021-10-31,Washington,Multi-Family (2-4 Unit),650000,196
2022-01-01,2022-01-31,Illinois,All Residential,250800,10243
2019-02-01,2019-02-28,Texas,All Residential,240600,19019
2017-02-01,2017-02-28,Mississippi,All Residential,157000,889
2016-08-01,2016-08-31,Louisiana,Single Family Residential,194400,2377
2012-01-01,2012-01-31,Virginia,Townhouse,279900,759
2020-12-01,2020-12-31,Virginia,Condo/Co-op,276500,1208
2014-01-01,2014-01-31,Iowa,Condo/Co-op,137400,65
2017-05-01,2017-05-31,Washington,Single Family Residential,399500,9698
2018-10-01,2018-10-31,Connecticut,Condo/Co-op,179100,829
2015-12-01,2015-12-31,Arkansas,Single Family Residential,142600,1839
2015-03-01,2015-03-31,Vermont,Single Family Residential,193100,390
2014-08-01,2014-08-31,Indiana,Townhouse,142100,72
2019-04-01,2019-04-30,New Hampshire,Multi-Family (2-4 Unit),253700,70
2012-08-01,2012-08-31,Washington,Single Family Residential,280000,6076
2015-09-01,2015-09-30,New Hampshire,Single Family Residential,240800,1642
2017-04-01,2017-04-30,Connecticut,Single Family Residential,274300,2579
2012-12-01,2012-12-31,Maryland,Condo/Co-op,169700,462
2012-02-01,2012-02-29,Ohio,Multi-Family (2-4 Unit),37900,179
2020-02-01,2020-02-29,Kentucky,All Residential,183900,2371
2017-04-01,2017-04-30,Maine,Townhouse,230000,1
2016-06-01,2016-06-30,Alaska,All Residential,288600,801
2021-04-01,2021-04-30,Hawaii,All Residential,645500,1892
2020-06-01,2020-06-30,Missouri,Multi-Family (2-4 Unit),174500,123
2018-07-01,2018-07-31,Louisiana,Townhouse,180900,36
2015-07-01,2015-07-31,Wisconsin,Single Family Residential,146000,2404
2022-02-01,2022-02-28,Utah,Townhouse,450000,386
2015-04-01,2015-04-30,Louisiana,Condo/Co-op,188000,120
2013-03-01,2013-03-31,South Dakota,Multi-Family (2-4 Unit),93500,4
2015-10-01,2015-10-31,New Jersey,Multi-Family (2-4 Unit),185000,124
2018-04-01,2018-04-30,Alaska,Single Family Residential,287400,412
2012-01-01,2012-01-31,South Carolina,Single Family Residential,164300,1227
2018-09-01,2018-09-30,Iowa,Condo/Co-op,178100,150
2018-06-01,2018-06-30,Vermont,Single Family Residential,238400,707
2018-10-01,2018-10-31,Tennessee,Condo/Co-op,232500,237
2018-06-01,2018-06-30,Iowa,Condo/Co-op,166900,224
2020-01-01,2020-01-31,Nebraska,Townhouse,220100,78
2016-11-01,2016-11-30,Nebraska,Multi-Family (2-4 Unit),141300,12
2015-09-01,2015-09-30,Alabama,Condo/Co-op,217300,189
2017-05-01,2017-05-31,West Virginia,Townhouse,143600,51
2015-04-01,2015-04-30,South Carolina,Condo/Co-op,128100,587
2020-09-01,2020-09-30,Minnesota,Condo/Co-op,209500,366
2018-05-01,2018-05-31,Michigan,Condo/Co-op,169400,1973
2020-05-01,2020-05-31,Columbia,Single Family Residential,876100,97
2012-05-01,2012-05-31,South Carolina,Condo/Co-op,120100,549
2015-03-01,2015-03-31,Minnesota,All Residential,193400,5308
2012-04-01,2012-04-30,Kansas,Multi-Family (2-4 Unit),92900,9
2020-05-01,2020-05-31,Hawaii,All Residential,585600,778
2017-03-01,2017-03-31,Florida,Condo/Co-op,164900,8362
2021-02-01,2021-02-28,Massachusetts,Townhouse,465600,443
2019-02-01,2019-02-28,Nevada,Condo/Co-op,154400,407
2012-03-01,2012-03-31,New Jersey,Condo/Co-op,228600,406
2016-10-01,2016-10-31,Connecticut,Multi-Family (2-4 Unit),150800,255
2015-02-01,2015-02-28,Colorado,All Residential,315500,4440
2016-02-01,2016-02-29,Iowa,Condo/Co-op,154700,94
2019-08-01,2019-08-31,New York,Townhouse,402800,327
2016-06-01,2016-06-30,Pennsylvania,Multi-Family (2-4 Unit),122500,236
2022-02-01,2022-02-28,Vermont,Single Family Residential,302000,356
2021-11-01,2021-11-30,Arizona,Townhouse,312800,931
2021-10-01,2021-10-31,Connecticut,Single Family Residential,362800,3621
2020-04-01,2020-04-30,Colorado,Single Family Residential,469200,4053
